UV 1_280_ml,UV 1_280_mAU,UV 2_485_ml,UV 2_485_mAU
-0.561038,0.312825,-0.401786,-0.132935
-0.560967,0.29986,-0.401429,-0.135741
-0.560895,0.286914,-0.401071,-0.13919
-0.560824,0.273978,-0.400714,-0.142695
-0.560752,0.261061,-0.400356,-0.146286
-0.560681,0.248158,-0.399999,-0.145788
-0.560609,0.235266,-0.399642,-0.143487
-0.560538,0.222396,-0.399284,-0.13872
-0.560466,0.209534,-0.398927,-0.137015
-0.560395,0.196689,-0.398569,-0.138459
-0.560323,0.183859,-0.398212,-0.142356
-0.560252,0.171038,-0.397855,-0.145361
-0.56018,0.158238,-0.397497,-0.14462
-0.560109,0.14614,-0.39714,-0.142558
-0.560038,0.135004,-0.396783,-0.139701
-0.559966,0.126897,-0.396425,-0.138197
-0.559895,0.119608,-0.396068,-0.13694
-0.559823,0.112329,-0.39571,-0.136093
-0.559752,0.105057,-0.395353,-0.136075
-0.55968,0.09779,-0.394996,-0.136388
-0.559609,0.090534,-0.394638,-0.137007
-0.559537,0.083282,-0.394281,-0.138148
-0.559466,0.076039,-0.393924,-0.139801
-0.559394,0.068572,-0.393566,-0.141637
-0.559323,0.060942,-0.393209,-0.143236
-0.559251,0.053721,-0.392851,-0.143945
-0.55918,0.046504,-0.392494,-0.14447
-0.559108,0.039294,-0.392137,-0.144881
-0.559037,0.031554,-0.391779,-0.148544
-0.558966,0.024388,-0.391422,-0.15234
-0.558894,0.022645,-0.391065,-0.156331
-0.558823,0.020904,-0.390707,-0.155031
-0.558751,0.019164,-0.39035,-0.151925
-0.55868,0.017348,-0.389992,-0.14834
-0.558608,0.015537,-0.389635,-0.144232
-0.558537,0.013802,-0.389278,-0.139579
-0.558465,0.012014,-0.38892,-0.134881
-0.558394,0.010185,-0.388563,-0.134032
-0.558322,0.008452,-0.388205,-0.146007
-0.558251,0.006693,-0.387848,-0.157863
-0.558179,0.004869,-0.387491,-0.169646
-0.558108,0.003116,-0.387133,-0.162959
-0.558036,0.001386,-0.386776,-0.156067
-0.557965,-0.000433,-0.386419,-0.149334
-0.557893,-0.001373,-0.386061,-0.149633
-0.557822,-0.001242,-0.385704,-0.152485
-0.557751,0.00287,-0.385346,-0.155626
-0.557679,0.008122,-0.384989,-0.159486
-0.557608,0.013137,-0.384632,-0.16408
-0.557536,0.018287,-0.384274,-0.168139
